sheet,row,row_type,code,category,fiscal_year,region,income,basis,source,rigidity,formulas_text,coverage_text,years_covered,year_min,year_max,sample_formula,sample_year,measure,criteria_json,n_sumifs
Approved,233,TAG,EXP_FUNC_REV_CUS_EXC_EXE,"Recreation, culture and religion (COFOG 708)",Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"Amount computed by using func1 08 Culture, arts, sports and youth activities or 0800 Cultura, sport, tineret, culte si odihna from 2016 onwards",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func1_20,""0800*"")",2020,approved_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_20"", ""op"": ""="", ""value"": ""0800*""}]",1
Approved,235,TAG,EXP_FUNC_EDU_EXE,Education (COFOG 709),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"". ",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func1,""06 Education"")",2006,approved,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""06 Education""}]",1
Approved,235,TAG,EXP_FUNC_EDU_EXE,Education (COFOG 709),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"". ",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func1_16,""0900 Invatamint"")",2016,approved_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_16"", ""op"": ""="", ""value"": ""0900 Invatamint""}]",1
Approved,235,TAG,EXP_FUNC_EDU_EXE,Education (COFOG 709),Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"". ",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func1_20,""0900 Invatamint"")",2020,approved_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_20"", ""op"": ""="", ""value"": ""0900 Invatamint""}]",1
Approved,236,TAG,EXP_CROSS_WAG_EDU_EXE,Spending in wages in education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"" and expenditure_type category ""Personnel""",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func1,""06 Education"",exp_type,""Personnel"")",2006,approved,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""06 Education""}, {""field"": ""exp_type"", ""op"": ""="", ""value"": ""Personnel""}]",1
Approved,236,TAG,EXP_CROSS_WAG_EDU_EXE,Spending in wages in education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"" and expenditure_type category ""Personnel""",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func1_16,""0900 Invatamint"",econ2_16,""210000 Cheltuieli de personal"")",2016,approved_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_16"", ""op"": ""="", ""value"": ""0900 Invatamint""}, {""field"": ""econ2_16"", ""op"": ""="", ""value"": ""210000 Cheltuieli de personal""}]",1
Approved,236,TAG,EXP_CROSS_WAG_EDU_EXE,Spending in wages in education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"" and expenditure_type category ""Personnel""",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func1_20,""0900 Invatamint"",econ2_20,""210000 Cheltuieli de personal"")",2020,approved_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_20"", ""op"": ""="", ""value"": ""0900 Invatamint""}, {""field"": ""econ2_20"", ""op"": ""="", ""value"": ""210000 Cheltuieli de personal""}]",1
Approved,237,HEADER,EXP_CROSS_BAS_WAG_EDU_EXE,Spending in basic wages in education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,,,,,,,[],0
Approved,238,HEADER,EXP_CROSS_ALL_EDU_EXE,Spending in allowances in education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,N/A,General Government,,,,,,,[],0
Approved,239,TAG,EXP_CROSS_CAP_EXP_EDU_EXE,Spending: Capital expenditures in education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"" and expenditure_type category ""Capital"".",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func1,""06 Education"",exp_type,""Capital"")",2006,approved,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""06 Education""}, {""field"": ""exp_type"", ""op"": ""="", ""value"": ""Capital""}]",1
Approved,239,TAG,EXP_CROSS_CAP_EXP_EDU_EXE,Spending: Capital expenditures in education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"" and expenditure_type category ""Capital"".",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func1_16,""0900 Invatamint"",econ1_16,""300000 Active nefinanciare"")",2016,approved_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_16"", ""op"": ""="", ""value"": ""0900 Invatamint""}, {""field"": ""econ1_16"", ""op"": ""="", ""value"": ""300000 Active nefinanciare""}]",1
Approved,239,TAG,EXP_CROSS_CAP_EXP_EDU_EXE,Spending: Capital expenditures in education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"" and expenditure_type category ""Capital"".",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func1_20,""0900 Invatamint"",econ1_20,""300000 Active nefinanciare"")",2020,approved_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_20"", ""op"": ""="", ""value"": ""0900 Invatamint""}, {""field"": ""econ1_20"", ""op"": ""="", ""value"": ""300000 Active nefinanciare""}]",1
Approved,240,TAG,EXP_CROSS_GOO_SER_EDU_EXE,Spending in Goods and services in education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"" and econ1 category ""113 Payment for goods and services"".",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func1,""06 Education"",econ1,""113 Payment for goods and services"")",2006,approved,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""06 Education""}, {""field"": ""econ1"", ""op"": ""="", ""value"": ""113 Payment for goods and services""}]",1
Approved,240,TAG,EXP_CROSS_GOO_SER_EDU_EXE,Spending in Goods and services in education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"" and econ1 category ""113 Payment for goods and services"".",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func1_16,""0900 Invatamint"",econ2_16,""220000 Bunuri si servicii"")",2016,approved_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_16"", ""op"": ""="", ""value"": ""0900 Invatamint""}, {""field"": ""econ2_16"", ""op"": ""="", ""value"": ""220000 Bunuri si servicii""}]",1
Approved,240,TAG,EXP_CROSS_GOO_SER_EDU_EXE,Spending in Goods and services in education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"" and econ1 category ""113 Payment for goods and services"".",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func1_20,""0900 Invatamint"",econ2_20,""220000 Bunuri si servicii"")",2020,approved_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func1_20"", ""op"": ""="", ""value"": ""0900 Invatamint""}, {""field"": ""econ2_20"", ""op"": ""="", ""value"": ""220000 Bunuri si servicii""}]",1
Approved,241,TAG,EXP_FUNC_PRI_EDU_EXE,Spending in primary education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"" and func2 categories ""06.01 Preschool education"" and ""06.02 Primary education"".",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func1,""06 Education"",func2,""06.01 Preschool education"") + SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func1,""06 Education"",func2,""06.02 Primary education"")",2006,approved,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""06 Education""}, {""field"": ""func2"", ""op"": ""="", ""value"": ""06.01 Preschool education""}]",2
Approved,241,TAG,EXP_FUNC_PRI_EDU_EXE,Spending in primary education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"" and func2 categories ""06.01 Preschool education"" and ""06.02 Primary education"".",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func2_16,""0910*"")",2016,approved_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_16"", ""op"": ""="", ""value"": ""0910*""}]",1
Approved,241,TAG,EXP_FUNC_PRI_EDU_EXE,Spending in primary education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"" and func2 categories ""06.01 Preschool education"" and ""06.02 Primary education"".",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func2_20,""0910*"")",2020,approved_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_20"", ""op"": ""="", ""value"": ""0910*""}]",1
Approved,242,TAG,EXP_CROSS_WAG_PRI_EDU_EXE,Spending in wages in primary education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"", func2 categories ""06.01 Preschool education"" and ""06.02 Primary education"", and  expenditure_type category ""Personnel"".",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func1,""06 Education"",func2,""06.01 Preschool education"",exp_type,""Personnel"") + SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func1,""06 Education"",func2,""06.02 Primary education"",exp_type,""Personnel"")",2006,approved,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""06 Education""}, {""field"": ""func2"", ""op"": ""="", ""value"": ""06.01 Preschool education""}, {""field"": ""exp_type"", ""op"": ""="", ""value"": ""Personnel""}]",2
Approved,242,TAG,EXP_CROSS_WAG_PRI_EDU_EXE,Spending in wages in primary education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"", func2 categories ""06.01 Preschool education"" and ""06.02 Primary education"", and  expenditure_type category ""Personnel"".",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func2_16,""0910*"",econ2_16,""210000 Cheltuieli de personal"")",2016,approved_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_16"", ""op"": ""="", ""value"": ""0910*""}, {""field"": ""econ2_16"", ""op"": ""="", ""value"": ""210000 Cheltuieli de personal""}]",1
Approved,242,TAG,EXP_CROSS_WAG_PRI_EDU_EXE,Spending in wages in primary education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"", func2 categories ""06.01 Preschool education"" and ""06.02 Primary education"", and  expenditure_type category ""Personnel"".",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func2_20,""0910*"",econ2_20,""210000 Cheltuieli de personal"")",2020,approved_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_20"", ""op"": ""="", ""value"": ""0910*""}, {""field"": ""econ2_20"", ""op"": ""="", ""value"": ""210000 Cheltuieli de personal""}]",1
Approved,243,TAG,EXP_FUNC_SEC_EDU_EXE,Spending in secondary education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"" and func2 category ""06.03 Secondary education"".",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func1,""06 Education"",func2,""06.03 Secondary education"")",2006,approved,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""06 Education""}, {""field"": ""func2"", ""op"": ""="", ""value"": ""06.03 Secondary education""}]",1
Approved,243,TAG,EXP_FUNC_SEC_EDU_EXE,Spending in secondary education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"" and func2 category ""06.03 Secondary education"".",General Government,"2016,2017,2018,2019",2016,2019,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func2_16,""0920 Invatamint secundar"")",2016,approved_16,"[{""field"": ""year_16"", ""op"": ""=year"", ""value"": ""M$1""}, {""field"": ""transfer_16"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_16"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_16"", ""op"": ""="", ""value"": ""0920 Invatamint secundar""}]",1
Approved,243,TAG,EXP_FUNC_SEC_EDU_EXE,Spending in secondary education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"" and func2 category ""06.03 Secondary education"".",General Government,"2020,2021,2022,2023,2024",2020,2024,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func2_20,""0920 Invatamint secundar"")",2020,approved_20,"[{""field"": ""year_20"", ""op"": ""=year"", ""value"": ""Q$1""}, {""field"": ""transfer_20"", ""op"": ""="", ""value"": ""Cu exceptia transferurilor""}, {""field"": ""econ0_20"", ""op"": ""="", ""value"": ""Expenditures""}, {""field"": ""func2_20"", ""op"": ""="", ""value"": ""0920 Invatamint secundar""}]",1
Approved,244,TAG,EXP_CROSS_WAG_SEC_EDU_EXE,Spending in wages in secondary education,Jan-Dec,Europe & Central Asia,Lower middle income,Accrual,BOOST,Yes,"expenditures of all levels of government, under func1 category ""06 Education"", func2 category ""06.03 Secondary education"" and  expenditure_type category ""Personnel"".",General Government,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015",2006,2015,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func1,""06 Education"",func2,""06.03 Secondary education"",exp_type,""Personnel"")",2006,approved,"[{""field"": ""year"", ""op"": ""=year"", ""value"": ""C$1""}, {""field"": ""transfer"", ""op"": ""="", ""value"": ""Excluding transfers""}, {""field"": ""func1"", ""op"": ""="", ""value"": ""06 Education""}, {""field"": ""func2"", ""op"": ""="", ""value"": ""06.03 Secondary education""}, {""field"": ""exp_type"", ""op"": ""="", ""value"": ""Personnel""}]",1
